SimulationV08.py[0, [0, 18, 18, 0, 0, 0]]
[1, [0, 36, 36, 0, 0, 0]]
[2, [56, 54, 54, 0, 0, 0]]
[3, [56, 72, 72, 0, 0, 0]]
[4, [56, 90, 90, 0, 0, 0]]
[5, [112, 108, 108, 0, 0, 0]]
[6, [112, 126, 126, 0, 0, 0]]
[7, [112, 144, 144, 0, 0, 0]]
[8, [168, 162, 162, 0, 0, 0]]
[9, [168, 180, 180, 0, 0, 0]]
[10, [168, 198, 198, 0, 0, 0]]
[11, [224, 216, 216, 0, 0, 0]]
[12, [224, 234, 234, 0, 0, 0]]
[13, [224, 252, 252, 0, 0, 0]]
[14, [280, 270, 270, 0, 0, 0]]
[15, [280, 288, 288, 0, 0, 0]]
[16, [280, 306, 306, 0, 0, 0]]
[17, [336, 324, 324, 0, 0, 0]]
[18, [336, 342, 342, 0, 0, 0]]
[19, [336, 360, 360, 360, 0, 0]]
[20, [392, 378, 378, 231, 144, 0]]
[21, [302, 306, 306, 102, 195, 3]]
[22, [212, 234, 234, 102, 102, 6]]
[23, [178, 162, 162, 102, 9, 9]]
[24, [168, 170, 170, 102, 0, 8]]
[25, [168, 188, 188, 102, 0, 8]]
[26, [224, 206, 206, 102, 0, 8]]
[27, [224, 224, 224, 102, 0, 8]]
[28, [224, 242, 242, 102, 0, 8]]
[29, [280, 260, 260, 102, 0, 8]]
[30, [280, 278, 278, 102, 0, 8]]
[31, [280, 296, 296, 102, 0, 8]]
[32, [336, 314, 314, 102, 0, 8]]
[33, [336, 332, 332, 102, 0, 8]]
[34, [336, 350, 350, 102, 0, 8]]
[35, [392, 368, 368, 102, 0, 8]]
[36, [392, 386, 386, 102, 0, 8]]
[37, [392, 404, 404, 102, 0, 8]]
[38, [448, 422, 422, 102, 0, 8]]
[39, [448, 440, 440, 462, 0, 8]]
[40, [448, 458, 458, 333, 144, 8]]
[41, [404, 376, 376, 204, 195, 1]]
[42, [314, 304, 304, 60, 246, 4]]
[43, [224, 232, 232, 60, 153, 7]]
[44, [180, 150, 150, 60, 60, 0]]
[45, [120, 108, 108, 60, 0, 0]]
[46, [120, 126, 126, 60, 0, 0]]
[47, [176, 144, 144, 60, 0, 0]]
[48, [176, 162, 162, 60, 0, 0]]
[49, [176, 180, 180, 60, 0, 0]]
[50, [232, 198, 198, 60, 0, 0]]
[51, [232, 216, 216, 60, 0, 0]]
[52, [232, 234, 234, 60, 0, 0]]
[53, [288, 252, 252, 60, 0, 0]]
[54, [288, 270, 270, 60, 0, 0]]
[55, [288, 288, 288, 60, 0, 0]]
[56, [344, 306, 306, 60, 0, 0]]
[57, [344, 324, 324, 60, 0, 0]]
[58, [344, 342, 342, 60, 0, 0]]
[59, [400, 360, 360, 405, 0, 0]]
[60, [400, 378, 378, 276, 144, 0]]
[61, [310, 306, 306, 147, 195, 3]]
[62, [276, 234, 234, 3, 246, 6]]
[63, [186, 162, 162, 3, 153, 9]]
[64, [86, 80, 80, 3, 60, 2]]
[65, [82, 38, 38, 3, 0, 2]]
[66, [82, 56, 56, 3, 0, 2]]
